epoch,accuracy,loss,val_accuracy,val_loss
0,0.46277332305908203,1.233244776725769,0.5504322648048401,1.103712797164917
1,0.6443398594856262,0.8894428014755249,0.5648415088653564,1.0839945077896118
2,0.7240520119667053,0.6937950253486633,0.5706051588058472,1.0931057929992676
3,0.7890949249267578,0.5668627619743347,0.5504322648048401,1.2040618658065796
4,0.8153888583183289,0.4802722930908203,0.5561959743499756,1.2441686391830444
5,0.8433434963226318,0.4167497456073761,0.5446686148643494,1.4829152822494507
6,0.8801549673080444,0.32885846495628357,0.5389049053192139,1.5010203123092651
7,0.9009133577346802,0.27516743540763855,0.5561959743499756,1.4983872175216675
8,0.9153058528900146,0.23655477166175842,0.559077799320221,1.6372320652008057
9,0.9274840950965881,0.2034677267074585,0.5561959743499756,1.8181841373443604
10,0.9432604312896729,0.16472947597503662,0.5821325778961182,1.947721004486084
11,0.9474121332168579,0.16146965324878693,0.5475504398345947,1.9441211223602295
12,0.9557154774665833,0.12947978079319,0.559077799320221,2.0320725440979004
13,0.9535012245178223,0.14474816620349884,0.5648415088653564,2.036503314971924
14,0.9615278244018555,0.11926921457052231,0.5734870433807373,2.071002244949341
15,0.9601439237594604,0.12248910963535309,0.5561959743499756,2.0602993965148926
16,0.9582064747810364,0.12164780497550964,0.5561959743499756,2.3313684463500977
17,0.9606974720954895,0.12033100426197052,0.5446686148643494,2.467567205429077
18,0.947965681552887,0.1431315690279007,0.5648415088653564,2.349792957305908
19,0.9687240719795227,0.0875348225235939,0.5648415088653564,2.2932674884796143
20,0.9690008163452148,0.08482879400253296,0.5878962278366089,2.3410935401916504
21,0.9761970639228821,0.0723089799284935,0.5763688683509827,2.3825807571411133
22,0.9676169157028198,0.09781579673290253,0.5504322648048401,2.6778624057769775
23,0.9690008163452148,0.07572277635335922,0.5878962278366089,2.5425360202789307
24,0.9761970639228821,0.06769033521413803,0.5821325778961182,2.654341459274292
